  500.0000  500.0000    115    104
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
      0      0      0      0      0      0      0      0 0
